"Month,First_Expression,Review,Rating,Bert_sentiment,distilbert_sentiment"
"""Sep, 2022"",Best in the market!,A gift for myself,5,5,Positive"
"""Sep, 2022"",Terrific purchase,Photo quality is next levelInstagram- vinod_sinha_ for more queries,5,5,Positive"
"""Apr, 2022"",Brilliant,Phone is awesome for a first time iOS user but the battery backup is not as per expectation.,5,4,Positive"
"""May, 2022"",Don't waste your money,Don't buy on flipkart...,1,1,Negative"
"""Jan, 2023"",Classy product,Really great product with best battery for everyday usage and really good camera,5,5,Positive"
"""Dec, 2022"",Awesome,Worth every penny 🤩Best camera even in low light.,5,5,Positive"
"""Oct, 2022"",Terrific,Good camera phone,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,Nothing like appleNice camera 5/5,5,1,Neutral"
"""Sep, 2022"",Terrific purchase,Excellent buy,5,5,Positive"
"""Sep, 2022"",Best in the market!,""My first iPhone, i wanted to buy iPhone 12 in 2021 but when iPhone 13 launched then i decided to wait 1 year to buy 13 in big billion day."",5,5,Positive"
"""Oct, 2022"",Perfect product!,""This is an amazing mobile. I used one plus, Samsung galaxy series, oppo Reno and now thisAnd this one is cool and sooo use friendly, go for it"",5,5,Positive"
"""Oct, 2022"",Wonderful,""Writing review after using 2 weeks its good phone , Camera was superb then any android phones , I am android users but after using iOS software I loved it, 😍 it was smooth and no lag at all after playing heavy games with high settings, A15 bionic chipset was really fast and battery afficient its last almost one day with heavy usage , Overall phone was very good in every perspective 🥰, thanks to the Flipkart for fastest delivery!"",5,5,Positive"
"""Sep, 2021"",Worth every penny,first review ❤❤ just love it.,5,5,Positive"
"""Oct, 2022"",Excellent,Wow so super,5,5,Positive"
"""Jul, 2022"",Best in the market!,Awesome phone,5,5,Positive"
"""May, 2022"",Perfect product!,Just wow for iPhone 13,5,5,Positive"
"""Oct, 2022"",Best in the market!,""At first I was little bit confused about the colour choice finally I ordered Midnight, I think these is the best colour because it's not totally black it is dark greenish blue.I think I don't have to tell about the design of Apple because it's very popular from decades.you can feel and also see the PC which is used to make this premium device.1 The display of this device is absolutely stunning because when the screen is turned of then you cannot even see the bezel because the display is so..."",5,5,Positive"
"""Jan, 2022"",Classy product,iPhone,5,5,Positive"
"""Dec, 2021"",Must buy!,Simply best!!,5,5,Positive"
"""Oct, 2021"",Great product,Very nice,5,5,Positive"
"""May, 2022"",Very poor,Dont know what's going on... suddenly display is not working... pathetic situation,1,1,Negative"
"""Oct, 2022"",Classy product,Camera performance is just amazing,5,5,Positive"
"""Jan, 2022"",Perfect product!,This is value for money product go for it ....,5,5,Positive"
"""Sep, 2022"",Simply awesome,Its next level.,5,5,Positive"
"""Jun, 2022"",Worth the money,""Holding a Apple product always looks premium, loved its performance till now. Battery quality could be better, notch on the top of the screen looks old now. Overall a good product but little overpriced."",4,4,Positive"
"""Nov, 2021"",Pretty good,""this is my first time buying an Apple Product, I dont know much about it..... but it look genuine to me.....its hard being new to iphone u cuz you know, everything is different from that of an android smartphone..... you know what, i was searching for the mobile data button for 3 hrs😂😂.... thanks flipkart, it was worth it❤❤"",4,4,Positive"
"""Apr, 2022"",Fabulous!,Very nice,5,5,Positive"
"""Sep, 2022"",Value-for-money,Nice,4,5,Positive"
"""Sep, 2022"",Terrific,Impressed with its speakers and battery,5,5,Positive"
"""Oct, 2022"",Simply awesome,Fabulous phone,5,5,Positive"
"""Sep, 2022"",Terrific,""Camera is greatDisplay is beautifulExpected a better battery performance but the battery performance is kind of okayish.If you are confused with colours and want to try colour other then black, I would say blue will be a great option. It's not an highly saturated blue like in iphone 12 and not very light. It's a very subtle and calm blue."",5,4,Positive"
"""Sep, 2022"",Perfect product!,luckily got in bbd sale nd genuine product very much happy with flipkart,5,5,Positive"
"""Sep, 2022"",Terrific purchase,I Was very happy,5,5,Positive"
"""Jun, 2022"",Worth every penny,To keep iPhone was a big dream to me... At last i have fulfilled my dream.... Thanks to Flipkart... I am very happy.... And iPhone 13 totally superb... And features is more and good 😊😊😊😊,5,5,Positive"
"""Sep, 2021"",Perfect product!,After using iphone 6s Upgrade to Iphone 13. Very happy with the Performance.,5,5,Positive"
"""Aug, 2022"",The Most Sensible and Brilliant Iphone Yet,""In terms of build quality, there is not an inch about this phone which can be faulted. The new camera system and battery life are superb to say the least. I wish the charging speed was atleast 25W but maybe when iphones become USB-C we can finally dream about it. Now a few gripes, I just shifted from android to iOS and while iOS in terms of speed and optimisation is miles more polished, android is far greater in terms of ease of use and variability.1. I cannot right swipe to go back as I c..."",5,5,Negative"
"""May, 2022"",Fabulous!,Apple iPhone everybody knows.,5,5,Positive"
"""Oct, 2021"",Terrific,Awesome Gadget as expected….But overpriced….Overall Performance is up to the mark. Especially battery battery performance is outstanding. Camera=Average Performance. Overall 5/5 star.,5,4,Positive"
"""Oct, 2021"",Excellent,Cinematic mode is excellentCamera is superb as expectedPerformance is greatBattery life is goodDisplay is best I’ve ever seenOverall this model is best.,5,5,Positive"
"""Apr, 2022"",Brilliant,""Outstanding phone, I have tried OnePlus , vivo, Samsung all the flagship phones, but why you need to invest in iPhone is for it’s reliable software and toughened hardware and their support and service quality the extra money is worthwhile if you are planning for long term use....only company close to its quality is OnePlus…."",5,5,Positive"
"""Sep, 2022"",Must buy!,""Delivered as promised, kudos to flipkart on managing the super fast service during big billion days. When it comes to device, its beautiful and nice build quality as always by apple. Simple and fast IOS with best memory management. Upgraded from 11 to 13..."",5,5,Positive"
"5 months ago,Terrific,""Best 5G phone.I bought this phone mainly for work from home.Their is no wifi distributors in my area. So I purchased this phone for using 5G.Let me tell you. 5G is faster than any of the other phone at my home.I have realme 5G phone, no 5G network detected.I have ViVO T2 5G, no 5G coverageI have google pixel 6a , 5G speed 150 to 200mbpsThen apple 13, 5G speed 250 to 400mbpsCamera is goodUsing continuously as hotspot I have to charge phone 3 times a day."",5,5,Positive"
"""Sep, 2022"",Excellent,Awesome phone and camera is also very good,5,5,Positive"
"""Aug, 2022"",Wonderful,""Made in India. Excellent performance, battery back up, camera.Full control over app permissions. Clean UI. Go for it."",5,5,Positive"
"""May, 2022"",Just wow!,Great,5,5,Positive"
"""Jul, 2022"",Moderate,Heating problem while charging or while using more than 15 minutes.,2,2,Negative"
"""Oct, 2022"",Just okay,""Everything was good, except delivery. Too late delivered"",3,3,Positive"
"""Feb, 2022"",Really Nice,Nice Mobil,4,5,Positive"
"""Sep, 2022"",Good choice,""Excellent performance, excellent camera and audio quality. Only that front design could have been better in terms of bezel and notch. I own a samsung s20+ which looks better in front screen design but other than that everything is top notch in iphone 13."",4,4,Positive"
"5 months ago,Fabulous!,Amazing picture qualitySuper smooth performance ❤️,5,5,Positive"
"""Jan, 2022"",Perfect product!,Loving it!,5,5,Positive"
"""Oct, 2021"",Brilliant,What to say its 💕💕 iphone,5,5,Positive"
"""Sep, 2022"",Perfect product!,Great deal and fast delivery in 9 hrs,5,5,Positive"
"""Apr, 2022"",Worth every penny,❤️next level device,5,5,Positive"
"5 months ago,Worth every penny,""Absolutely amazing, superfast and reliable iphone. Battery back-up is impressive comparatively earlier iphones but it could be improved more."",5,5,Positive"
"""Oct, 2022"",Great product,Superb using ios sence 2015,5,5,Positive"
"""Jan, 2023"",Good quality product,Camera 9/10Video Recording cinematic 10/10Battery 10/10 superb battery backupOverall Performance 9.2/10,4,5,Positive"
"""Oct, 2022"",Pretty good,All things are good but the battery is lower then andriod...,4,4,Positive"
"""Sep, 2022"",Best in the market!,Nice product,5,5,Positive"
"""Oct, 2022"",Super!,Camera supb,5,5,Positive"
"""Nov, 2022"",Excellent,Perfect,5,5,Positive"
"""Oct, 2022"",Just wow!,Great product as always from Apple.But make sure you have all your data backed up before you replace your old iPhone because most of the delivery person struggling for the data transfer. They are experts only on android.,5,5,Positive"
"""Sep, 2022"",Great product,Iphone Is iPhone,5,5,Positive"
"""Sep, 2022"",Terrific purchase,Nice phone ☺️ fast delivery best reseller,5,5,Positive"
"""Aug, 2022"",Simply awesome,Excellent,5,5,Positive"
"""Apr, 2022"",Just okay,Not so extraordinary for what you are paying for it,3,3,Neutral"
"7 months ago,Brilliant,My First iPhone,5,5,Positive"
"""Oct, 2021"",Must buy!,Amazing camera quality and processor ❣️,5,5,Positive"
"""Sep, 2022"",Great product,Super splendid device,5,5,Positive"
"""Sep, 2022"",Excellent,""The experience of shifting to Android theke iPhone is so completely different, it's really a wonderful thing, although some problems seem to be phased, but still a very good experience.."",5,5,Positive"
"""Sep, 2022"",Brilliant,Nice ... Performance is cool .... Battery capacity is nice .... Overall performance is good 😊,5,5,Positive"
"""Jun, 2022"",Good choice,Product is nice but still not happy with the packaging of Flipkart,4,3,Negative"
"""May, 2022"",Best in the market!,""Very good phone. Loved it.Awesome performance.Marvelous design.(Iphone 3G )IOS user to Android user....Again back to IOS, that too( Iphone 13).Good transformationGlassy but Slim & Handy.Battery backup is very good."",5,5,Positive"
"""May, 2022"",Worth every penny,Awesome,5,5,Positive"
"""May, 2022"",Great product,Awesome 👍,5,5,Positive"
"""May, 2022"",Excellent,Super kandisan,5,5,Positive"
"""Nov, 2021"",Simply awesome,""The new iPhone’s display is brighter than its predecessor’s. The battery life is longer. And Apple has improved an already great camera with new sensors and computational photography features that make you feel like a pro (even on a non-Pro phone).Yes, the A15 Bionic powering the iPhone 13 is once again the fastest chip in the land. But it’s more about what this chip lets you do. This includes Cinematic mode, which adds depth of field to your videos while automatically shifting focus, and Ph..."",5,5,Positive"
"""Nov, 2021"",Brilliant,Very nice phone..,5,5,Positive"
"""Sep, 2022"",Value-for-money,Superb Colur,4,5,Positive"
"""Apr, 2022"",Worth the money,Good,4,4,Positive"
"""Dec, 2022"",Just wow!,I am so happy my husband gifted to me,5,5,Positive"
"""Jul, 2022"",Great product,I have been an android user all my life. Some things are more convenient in Android. Few things more convenient in ios. I had a Nord 2 5G. Better performance ( Of Course). Camera is really good. And the battery life is simply superb . Battery than any android i have ever seen or used.,5,5,Positive"
"""Oct, 2022"",Mind-blowing purchase,Super,5,5,Positive"
"""Oct, 2022"",Worth every penny,""The product was completely fine, I ordered it in flipkart sale. You can go for it."",5,5,Positive"
"""Sep, 2022"",Classy product,Must recommend this is a very good product I'll buy in BBD sale with a very best of the best offer,5,5,Positive"
"""Dec, 2022"",Worth every penny,Amazing camera power full battery 🔋 amazing phone,5,5,Positive"
"""Nov, 2022"",Excellent,Dont regret spending the money 🤑🤑💰,5,5,Positive"
